,Load (lbf),Resistance (Ohms)
3333,8.787,1877.68711
3334,8.802,1751.07476
3335,8.816,1693.6771
3336,8.838,1854.15543
3337,8.866,1670.78671
3338,8.884,1721.10163
3339,8.902,1858.01977
3340,8.919,1852.01768
3341,8.935,1741.99294
3342,8.96,1736.276
3343,8.983,1706.22921
3344,9.004,1814.95922
3345,9.022,1732.01054
3346,9.036,1781.19629
3347,9.053,1848.85162
3348,9.079,1753.42974
3349,9.1,1793.55145
3350,9.114,1944.04052
3351,9.129,1802.22535
3352,9.146,1766.38386
3353,9.17,1846.14078
3354,9.194,1875.54939
3355,9.209,1746.08831
3356,9.227,1764.88839
3357,9.255,1612.85084
3358,9.275,1680.8784
3359,9.289,1840.74121
3360,9.303,1747.07395
3361,9.324,1770.58451
3362,9.346,1778.828
3363,9.361,1735.70172
3364,9.376,1672.22027
3365,9.397,1761.53883
3366,9.417,1746.29127
3367,9.447,1749.44601
3368,9.467,1627.33878
3369,9.479,1851.4264
3370,9.49,1763.37978
3371,9.514,1684.96765
3372,9.535,1703.49234
3373,9.551,1817.54564
3374,9.572,1723.13421
3375,9.59,1751.62953
3376,9.61,1787.43488
3377,9.631,1792.97842
3378,9.645,1679.02929
3379,9.659,1781.82657
3380,9.689,1598.39816
3381,9.71,1737.99946
3382,9.728,1809.34275
3383,9.745,1850.81771
3384,9.764,1818.54477
3385,9.78,1783.57662
3386,9.797,1588.10674
3387,9.817,1692.07005
3388,9.839,1594.50947
3389,9.867,1692.27576
3390,9.883,1678.0088
3391,9.897,1707.8498
3392,9.912,1813.8272
3393,9.933,1724.89446
3394,9.957,1574.7541
3395,9.973,1694.16188
3396,9.996,1677.44896
3397,10.01,1520.70572
3398,10.03,1724.37104
3399,10.04,1692.86504
3400,10.06,1703.4675
3401,10.09,1756.15331
3402,10.11,1728.9235
3403,10.13,1719.34046
3404,10.15,1715.46007
3405,10.16,1648.85847
3406,10.18,1656.93406
3407,10.2,1513.02843
3408,10.22,1666.96742
3409,10.23,1743.70189
3410,10.25,1737.99468
3411,10.28,1607.46784
3412,10.3,1680.75892
3413,10.32,1775.43509
3414,10.33,1709.17964
3415,10.35,1653.94489
3416,10.37,1559.24458
3417,10.38,1602.81304
3418,10.4,1594.62492
3419,10.42,1678.38804
3420,10.44,1513.22532
3421,10.48,1665.63842
3422,10.51,1640.10272
3423,10.51,1632.88956
3424,10.53,1537.66009
3425,10.54,1574.20559
3426,10.56,1695.66155
3427,10.58,1600.22912
3428,10.6,1630.18254
3429,10.62,1596.4695
3430,10.63,1634.53219
3431,10.65,1655.22586
3432,10.68,1635.57751
3433,10.69,1580.0041
3434,10.71,1668.42188
3435,10.74,1464.69076
3436,10.75,1563.67033
3437,10.77,1678.23743
3438,10.79,1572.58823
3439,10.82,1446.16459
3440,10.84,1594.76187
3441,10.85,1633.14733
3442,10.86,1605.36769
3443,10.88,1552.11899
3444,10.89,1739.19441
3445,10.91,1607.17544
3446,10.94,1546.24964
3447,10.96,1610.71959
3448,10.99,1485.31756
3449,11.01,1563.193
3450,11.02,1737.64583
3451,11.04,1714.76861
3452,11.04,1654.68539
3453,11.05,1496.79817
3454,11.05,1574.68588
3455,11.06,1555.16843
3456,11.06,1607.84193
3457,11.06,1525.83449
3458,11.06,1561.97005
3459,11.06,1725.31003
3460,11.06,1683.8393
3461,11.06,1776.08924
3462,11.05,1628.12919
3463,11.05,1626.01979
3464,11.05,1480.19419
3465,11.05,1488.24018
3466,11.05,1484.71577
3467,11.05,1654.50316
3468,11.05,1661.6677
3469,11.05,1483.63645
3470,11.04,1673.87009
3471,11.04,1533.54898
3472,11.04,1585.92904
3473,11.04,1434.0292
3474,11.04,1488.72918
3475,11.04,1599.76159
3476,11.04,1606.46072
3477,11.05,1650.25335
3478,11.05,1646.57412
3479,11.05,1609.43712
3480,11.05,1633.43242
3481,11.05,1535.54608
3482,11.06,1779.22185
3483,11.06,1637.46112
3484,11.06,1616.12692
3485,11.06,1551.71154
3486,11.06,1535.20524
3487,11.06,1545.65064
3488,11.06,1537.4629
3489,11.05,1483.26432
3490,11.05,1526.20249
3491,11.05,1604.87309
3492,11.05,155837.939
3493,6.44,209274.448
3494,0.01,214627.215
3495,0.01,217488.24
3496,0.01,210668.974
3497,0.01,218307.064
3498,0.009,222877.904
3499,0.009,220821.472
3500,0.009,226730.292
3501,0.009,234234.848
3502,0.009,226668.849
3503,0.009,220728.348
3504,0.009,218701.629
3505,0.009,222392.845
3506,0.009,232358.237
3507,0.009,232922.88
3508,0.009,238307.24
3509,0.009,237362.572
3510,0.009,234800.902
3511,0.008,237806.673
3512,0.008,241844.941
3513,0.008,240789.75
3514,0.008,238255.033
3515,0.008,228109.494
3516,0.008,218541.013
3517,0.008,217819.954
3518,0.008,215034.187
3519,0.008,214333.403
3520,0.008,220118.458
3521,0.008,215108.309
3522,0.008,216598.494
3523,0.008,217693.206
3524,0.008,224746.917
3525,0.008,225390.861
3526,0.008,223707.415
3527,0.008,221901.534
3528,0.008,223455.001
3529,0.008,224370.758
3530,0.008,223814.269
3531,0.008,229771.977
3532,0.008,230105.387
3533,0.008,229015.676
3534,0.007,227238.693
3535,0.007,225415.517
3536,0.007,36011.3995
3537,0.04,4895.64417
3538,3.381,4648.14934
3539,3.519,4518.68257
3540,3.546,4566.31594
3541,3.564,4428.0574
3542,3.588,4266.86566
3543,3.607,4495.52897
3544,3.62,4323.41868
3545,3.643,4334.57015
3546,3.659,4236.61481
3547,3.677,4242.32504
3548,3.696,4223.05832
3549,3.714,4131.8854
3550,3.742,4263.74941
3551,3.758,4214.50245
3552,3.775,4022.01063
3553,3.792,4206.92462
3554,3.82,4101.29469
3555,3.836,4118.7372
3556,3.843,4085.34824
3557,3.861,4029.75774
3558,3.885,4002.40895
3559,3.905,3946.34596
3560,3.918,3909.17849
3561,3.944,3988.95818
3562,3.965,4068.7486
3563,3.981,3989.89873
3564,4.006,3823.28851
3565,4.02,3837.7453
3566,4.034,3851.52694
3567,4.049,3909.96992
3568,4.076,3897.26321
3569,4.105,3724.35569
3570,4.115,3774.98835
3571,4.125,3773.94011
3572,4.141,3767.80086
3573,4.167,3694.8599
3574,4.19,3697.26685
3575,4.206,3613.92055
3576,4.221,3642.75344
3577,4.239,3632.37045
3578,4.256,3653.05461
3579,4.275,3562.30735
3580,4.292,3623.13271
3581,4.321,3562.19589
3582,4.332,3507.72548
3583,4.355,3562.98974
3584,4.38,3575.89194
3585,4.403,3485.07406
3586,4.42,3587.26353
3587,4.439,3509.97593
3588,4.457,3312.71293
3589,4.472,3473.56665
3590,4.482,3479.34073
3591,4.498,3458.56528
3592,4.528,3550.72162
3593,4.548,3558.56468
3594,4.569,3296.56098
3595,4.594,3408.92685
3596,4.609,3461.30389
3597,4.616,3369.02737
3598,4.634,3521.15991
3599,4.652,3208.94528
3600,4.682,3225.08812
3601,4.711,3368.85003
3602,4.725,3259.586
3603,4.74,3373.97873
3604,4.758,3299.38164
3605,4.776,3226.35612
3606,4.792,3333.44982
3607,4.813,3206.0023
3608,4.826,3212.4713
3609,4.845,3264.57722
3610,4.868,3246.95972
3611,4.893,3233.37694
3612,4.916,3197.88718
3613,4.93,3184.62691
3614,4.945,3151.09629
3615,4.961,3164.65229
3616,4.983,3231.49398
3617,5.011,3123.90401
3618,5.027,3140.60392
3619,5.043,3135.06536
3620,5.06,2948.79843
3621,5.08,2974.49028
3622,5.093,2997.38339
3623,5.116,2971.85969
3624,5.141,3046.16909
3625,5.159,3144.77904
3626,5.176,2972.9019
3627,5.196,3048.9713
3628,5.212,2987.22248
3629,5.229,2992.57656
3630,5.264,2936.61068
3631,5.282,2911.03723
3632,5.29,3068.75268
3633,5.309,2907.94217
3634,5.329,2926.53888
3635,5.348,2981.4018
3636,5.372,2979.78224
3637,5.39,2820.16387
3638,5.403,2896.96805
3639,5.419,2804.73407
3640,5.437,2858.55786
3641,5.462,2838.16012
3642,5.488,2844.56872
3643,5.505,2967.77338
3644,5.52,2851.12879
3645,5.537,2889.81215
3646,5.55,2818.78358
3647,5.578,2826.0543
3648,5.605,2755.09632
3649,5.622,2770.73909
3650,5.64,2750.2949
3651,5.655,2860.48234
3652,5.664,2659.5362
3653,5.685,2648.47728
3654,5.711,2689.50281
3655,5.732,2695.53726
3656,5.748,2611.20291
3657,5.768,2765.1797
3658,5.79,2764.31916
3659,5.807,2639.13196
3660,5.826,2623.58522
3661,5.84,2732.22417
3662,5.858,2645.94845
3663,5.882,2782.79867
3664,5.902,2724.55458
3665,5.921,2743.78652
3666,5.937,2525.88671
3667,5.955,2585.38499
3668,5.977,2438.39825
3669,5.996,2543.29403
3670,6.02,2643.02567
3671,6.035,2622.16034
3672,6.048,2473.69445
3673,6.066,2590.33442
3674,6.087,2656.51658
3675,6.104,2613.63935
3676,6.129,2534.96906
3677,6.145,2471.46711
3678,6.167,2627.90199
3679,6.187,2747.56569
3680,6.205,2511.69437
3681,6.227,2594.76986
3682,6.243,2599.27649
3683,6.269,2503.65006
3684,6.294,2474.43472
3685,6.304,2567.46196
3686,6.314,2507.28992
3687,6.327,2413.01872
3688,6.357,2383.9977
3689,6.381,2358.46799
3690,6.396,2401.68642
3691,6.406,2429.32601
3692,6.44,2371.32999
3693,6.463,2441.92754
3694,6.481,2489.99825
3695,6.492,2429.39833
3696,6.505,2553.03938
3697,6.525,2325.31171
3698,6.549,2381.3803
3699,6.568,2510.62502
3700,6.586,2470.75021
3701,6.618,2412.00529
3702,6.637,2342.00628
3703,6.648,2288.59722
3704,6.658,2376.76861
3705,6.67,2526.33099
3706,6.682,2374.056
3707,6.704,2348.02269
3708,6.738,2434.20618
3709,6.759,2250.17397
3710,6.777,2372.10916
3711,6.79,2443.17793
3712,6.802,2433.41623
3713,6.816,2332.29156
3714,6.85,2478.79975
3715,6.875,2359.83471
3716,6.892,2410.12374
3717,6.905,2244.13566
3718,6.913,2231.24726
3719,6.938,2260.21651
3720,6.962,2366.52594
3721,6.983,2366.24483
3722,7.01,2529.90295
3723,7.026,2216.92398
3724,7.035,2175.75471
3725,7.047,2257.06214
3726,7.079,2287.55847
3727,7.096,2288.69024
3728,7.117,2305.60508
3729,7.139,2183.95181
3730,7.164,2310.53867
3731,7.18,2162.124
3732,7.186,2206.55371
3733,7.202,2140.90003
3734,7.228,2241.31909
3735,7.248,2212.96517
3736,7.272,2147.36009
3737,7.294,2176.13105
3738,7.307,2176.39599
3739,7.328,2264.47201
3740,7.361,2069.76411
3741,7.381,2184.37266
3742,7.389,2055.9488
3743,7.397,2142.37885
3744,7.405,2171.99661
3745,7.423,2118.37428
3746,7.453,2091.53815
3747,7.476,2187.65359
3748,7.492,2102.35555
3749,7.504,2183.51038
3750,7.52,2072.18496
3751,7.538,2129.64976
3752,7.555,1986.90965
3753,7.572,2134.2793
3754,7.596,1977.02789
3755,7.624,2110.54612
3756,7.643,2081.73838
3757,7.66,1903.25998
3758,7.68,2085.13701
3759,7.697,1890.80218
3760,7.716,2053.64391
3761,7.734,2177.80202
3762,7.751,1900.33325
3763,7.776,2055.9659
3764,7.797,2043.75925
3765,7.816,2096.47174
3766,7.832,2047.82743
3767,7.852,1954.93717
3768,7.868,2016.3866
3769,7.887,2018.95478
3770,7.904,2012.73618
3771,7.92,2073.22879
3772,7.943,2096.66436
3773,7.964,1960.76841
3774,7.979,1959.55212
3775,7.992,1944.27221
3776,8.013,1981.0287
3777,8.035,1916.59742
3778,8.059,1958.67902
3779,8.081,1955.47764
3780,8.105,1991.93085
3781,8.119,1891.2457
3782,8.135,1939.87692
3783,8.151,1955.96594
3784,8.173,2143.03946
3785,8.192,1989.30402
3786,8.215,1917.8731
3787,8.233,1901.72048
3788,8.251,1910.52863
3789,8.27,2085.39078
3790,8.285,1959.08178
3791,8.305,1848.19739
3792,8.324,1945.58914
3793,8.339,1861.83842
3794,8.357,1900.11975
3795,8.374,1932.15204
3796,8.405,1980.96439
3797,8.427,1748.91921
3798,8.449,1750.14037
3799,8.469,1911.95386
3800,8.48,1987.91569
3801,8.498,1884.75957
3802,8.515,1921.82888
3803,8.527,1972.80628
3804,8.542,1960.83392
3805,8.568,2008.99445
3806,8.596,1848.34596
3807,8.613,1814.9316
3808,8.631,1864.56077
3809,8.654,1871.14021
3810,8.667,1824.46545
3811,8.678,1786.47498
3812,8.703,1840.65852
3813,8.728,1908.6893
3814,8.746,1918.62992
3815,8.764,1816.96448
3816,8.778,1864.13721
3817,8.794,1815.2817
3818,8.809,1835.80264
3819,8.833,1859.01889
3820,8.858,1892.2944
3821,8.878,1688.12131
3822,8.897,1652.82806
3823,8.913,1724.80115
3824,8.932,1843.12685
3825,8.957,1676.3178
3826,8.982,1795.56894
3827,9.001,1745.35484
3828,9.018,1833.83831
3829,9.032,1679.34339
3830,9.051,1785.86518
3831,9.072,1764.14193
3832,9.092,1846.35553
3833,9.105,1743.85037
3834,9.123,1788.33624
3835,9.143,1823.69955
3836,9.169,1826.09997
3837,9.188,1667.49056
3838,9.201,1717.89685
3839,9.23,1652.34858
3840,9.253,1610.99848
3841,9.27,1750.40977
3842,9.285,1694.62463
3843,9.304,1659.81588
3844,9.321,1714.49242
3845,9.335,1712.88524
3846,9.349,1810.28141
3847,9.37,1553.25425
3848,9.391,1613.24041
3849,9.426,1698.07849
3850,9.448,1671.93791
3851,9.46,1622.27117
3852,9.471,1739.12829
3853,9.494,1817.44605
3854,9.511,1811.33528
3855,9.528,1674.48492
3856,9.551,1697.5519
3857,9.569,1621.73007
3858,9.59,1696.56282
3859,9.612,1783.89969
3860,9.624,1695.38011
3861,9.64,1722.48967
3862,9.663,1459.66379
3863,9.683,1473.8698
3864,9.699,1573.51294
3865,9.72,1605.73046
3866,9.742,1574.45712
3867,9.757,1595.38265
3868,9.777,1670.83812
3869,9.794,1672.68962
3870,9.815,1536.90843
3871,9.843,1668.32415
3872,9.861,1619.58212
3873,9.872,1573.08528
3874,9.886,1646.64073
3875,9.906,1721.79534
3876,9.931,1700.51412
3877,9.949,1725.80446
3878,9.972,1608.06668
3879,9.991,1681.60184
3880,10.0,1644.19338
3881,10.01,1647.08307
3882,10.04,1618.90216
3883,10.06,1636.28713
3884,10.08,1602.38743
3885,10.11,1637.8167
3886,10.13,1597.36447
3887,10.14,1757.47103
3888,10.16,1530.72983
3889,10.18,1735.4492
3890,10.2,1645.28314
3891,10.21,1633.66891
3892,10.24,1756.46589
3893,10.25,1618.47641
3894,10.28,1619.07584
3895,10.29,1661.91671
3896,10.31,1546.54007
3897,10.33,1628.39976
3898,10.34,1491.8659
3899,10.36,1714.59166
3900,10.38,1726.83273
3901,10.4,1673.79193
3902,10.42,1638.58607
3903,10.45,1626.70021
3904,10.48,1668.84011
3905,10.49,1548.83539
3906,10.5,1532.02469
3907,10.52,1550.78763
3908,10.54,1620.43095
3909,10.56,1608.06165
3910,10.58,1582.50405
3911,10.59,1638.60341
3912,10.61,1676.11998
3913,10.63,1725.82163
3914,10.65,1688.3127
3915,10.66,1666.70791
3916,10.68,1662.37774
3917,10.72,1518.46398
3918,10.73,1667.77485
3919,10.75,1605.94047
3920,10.77,1580.89699
3921,10.79,1556.14974
3922,10.81,1687.89592
3923,10.82,1615.15852
3924,10.84,1491.54828
3925,10.85,1479.77618
3926,10.87,1647.63015
3927,10.89,1603.51039
3928,10.91,1536.45868
3929,10.93,1622.52363
3930,10.96,1478.03794
3931,10.98,1482.20281
3932,11.0,1490.26883
3933,11.02,1562.55301
3934,11.03,1580.97251
3935,11.04,1580.52272
3936,11.05,1643.47739
3937,11.05,1582.72192
3938,11.06,1391.6801
3939,11.06,1541.20688
3940,11.06,1524.94085
3941,11.06,1489.31415
3942,11.06,1524.50568
3943,11.06,1478.13516
3944,11.06,1609.73949
3945,11.06,1592.11451
3946,11.06,1438.26285
3947,11.06,1466.72995
3948,11.06,1427.2229
3949,11.06,1460.00841
3950,11.06,1528.33363
3951,11.06,1731.70145
3952,11.06,1711.88123
3953,11.05,1510.74777
3954,11.05,1533.33282
3955,11.05,1466.21576
3956,11.05,1603.6888
3957,11.05,1421.2344
3958,11.05,1487.22975
3959,11.05,1666.71203
3960,11.05,1513.17387
3961,11.05,1557.9106
3962,11.05,1499.21622
3963,11.05,1513.6466
3964,11.05,1503.24773
3965,11.05,1504.31149
3966,11.05,1566.91363
3967,11.05,1555.60677
3968,11.05,1505.99799
3969,11.05,1428.90277
3970,11.05,1436.29109
3971,11.05,1514.77264
3972,11.06,156792.429
3973,0.063,186205.328
3974,0.01,189163.762
3975,0.011,192932.643
3976,0.01,190030.229
3977,0.01,182693.416
3978,0.01,195209.772
3979,0.01,191950.957
3980,0.01,188918.519
3981,0.01,185774.304
3982,0.01,186115.434
3983,0.009,193166.085
3984,0.009,195484.466
3985,0.009,194641.721
3986,0.009,194950.663
3987,0.009,194105.392
3988,0.009,189562.193
3989,0.009,202003.82
3990,0.009,201246.531
3991,0.009,203778.828
3992,0.009,204900.262
3993,0.009,207671.005
3994,0.009,204383.687
3995,0.009,206900.074
3996,0.009,204142.236
3997,0.009,203944.488
3998,0.009,201035.384
3999,0.009,196367.094
4000,0.009,198593.518
4001,0.008,194243.382
4002,0.008,190310.217
4003,0.008,188854.226
4004,0.008,184937.155
4005,0.008,184901.943
4006,0.008,182819.904
4007,0.008,183366.759
4008,0.008,182333.221
4009,0.008,185003.672
4010,0.008,184917.058
4011,0.008,185685.719
4012,0.008,185065.713
4013,0.008,185033.772
4014,0.008,185132.441
4015,0.008,187747.519
4016,0.008,189346.589
4017,0.008,194100.152
4018,0.008,212560.402
4019,0.008,213789.854
4020,0.008,214101.898
4021,0.008,214493.196
4022,0.008,213664.734
4023,0.008,213608.412
4024,0.008,210899.728
4025,0.008,210399.201
4026,0.008,211188.607
4027,0.008,212551.066
4028,0.008,212560.689
4029,0.008,213305.307
4030,0.008,213639.641
4031,0.008,213712.838
4032,0.008,213738.337
4033,0.008,212497.559
4034,0.008,212212.115
4035,0.008,212611.146
4036,0.008,212877.284
4037,0.007,212460.657
4038,0.008,210614.523
4039,0.008,211755.973
4040,0.007,210303.941
4041,0.007,209249.591
4042,0.008,209384.662
4043,0.007,210168.044
4044,0.007,211781.853
4045,0.007,212222.491
4046,0.007,210556.061
4047,0.007,211167.558
4048,0.007,211993.981
4049,0.007,7185.68588
4050,1.162,3622.97833
4051,4.47,3553.09142
4052,4.584,3602.52491
4053,4.609,3555.6568
4054,4.63,3377.54348
4055,4.653,3341.18658
4056,4.675,3296.41628
4057,4.688,3292.53088
4058,4.707,3130.52802
4059,4.735,3353.93403
4060,4.755,3292.78417
4061,4.764,3144.57333
4062,4.789,3326.10536
4063,4.808,3182.45969
4064,4.823,3282.7006
4065,4.84,3290.10422
4066,4.858,3238.17559
4067,4.881,3294.81414
4068,4.902,3274.60111
4069,4.921,3094.81933
4070,4.94,3144.51376
4071,4.956,3295.44459
4072,4.978,3217.53461
4073,4.999,3223.3328
4074,5.019,3069.12772
4075,5.036,3039.08859
4076,5.055,3089.06901
4077,5.074,3110.21344
4078,5.089,3105.90184
4079,5.109,2983.34679
4080,5.135,2916.27347
4081,5.152,3060.51103
4082,5.166,3025.29854
4083,5.19,3122.30651
4084,5.206,3240.30843
4085,5.224,3157.92673
4086,5.253,2992.55541
4087,5.27,3071.11864
4088,5.275,2879.65451
4089,5.284,3033.60843
4090,5.31,2955.05352
4091,5.334,2923.77265
4092,5.357,2858.19416
4093,5.375,2967.2235
4094,5.388,2870.03571
4095,5.404,2902.99546
4096,5.422,2776.72024
4097,5.449,2871.23126
4098,5.471,2787.93393
4099,5.487,2720.11836
4100,5.502,2796.32721
4101,5.519,2913.3788
4102,5.537,2848.74094
4103,5.565,2895.13978
4104,5.589,2719.87121
4105,5.607,2688.93054
4106,5.621,2763.24313
4107,5.638,2789.83915
4108,5.651,2735.09011
4109,5.67,2711.62761
4110,5.696,2692.85214
4111,5.714,2790.24433
4112,5.731,2709.81113
4113,5.752,2882.60128
4114,5.774,2676.2836
4115,5.792,2739.57842
4116,5.809,2692.21576
4117,5.824,2664.91299
4118,5.839,2715.40547
4119,5.866,2625.93345
4120,5.891,2709.11956
4121,5.906,2571.70639
4122,5.92,2349.10734
4123,5.941,2683.58017
4124,5.962,2420.13603
4125,5.984,2644.33622
4126,6.005,2500.55489
4127,6.017,2369.94202
4128,6.034,2499.66484
4129,6.05,2461.7761
4130,6.07,2593.72777
4131,6.094,2470.82995
4132,6.109,2465.87075
4133,6.134,2549.40743
4134,6.154,2467.24478
4135,6.169,2504.91336
4136,6.187,2600.00212
4137,6.21,2590.31086
4138,6.239,2463.3379
4139,6.265,2464.81512
4140,6.269,2418.25965
4141,6.27,2414.78399
4142,6.287,2460.83265
4143,6.311,2323.25767
4144,6.334,2432.71716
4145,6.354,2351.09078
4146,6.368,2421.45896
4147,6.392,2358.27136
4148,6.419,2348.77831
4149,6.441,2405.60389
4150,6.459,2309.41675
4151,6.469,2372.55335
4152,6.486,2382.1987
4153,6.499,2532.55756
4154,6.527,2424.38144
4155,6.547,2327.92449
4156,6.57,2215.75323
4157,6.599,2318.51614
4158,6.614,2356.96286
4159,6.626,2312.15696
4160,6.64,2338.47105
4161,6.649,2256.32409
4162,6.669,2387.60608
4163,6.703,2459.09234
4164,6.724,2386.80394
4165,6.744,2335.61093
4166,6.758,2373.92459
4167,6.77,2270.32454
4168,6.782,2505.20362
4169,6.805,2277.04631
4170,6.835,2223.75164
4171,6.854,2331.16793
4172,6.874,2219.46669
4173,6.885,2198.95111
4174,6.905,2313.08734
4175,6.927,2278.10536
4176,6.942,2436.04269
4177,6.969,2358.04042
4178,6.991,2388.60123
4179,7.001,2321.50006
4180,7.012,2233.62696
4181,7.044,2216.15288
4182,7.059,2180.24439
4183,7.075,2234.08122
4184,7.104,2197.6441
4185,7.13,2124.06471
4186,7.146,2360.86442
4187,7.154,2205.44691
4188,7.168,2114.69449
4189,7.193,2204.19441
4190,7.212,2150.47834
4191,7.239,2149.33863
4192,7.261,2181.44975
4193,7.272,2127.69078
4194,7.292,2199.08437
4195,7.321,2283.02915
4196,7.342,2148.79868
4197,7.353,2132.26558
4198,7.365,2330.37376
4199,7.379,2280.29305
4200,7.406,1955.1433
4201,7.434,2146.66256
4202,7.448,1980.38365
4203,7.459,1971.89327
4204,7.475,2140.83226
4205,7.492,2009.22048
4206,7.513,2153.70503
4207,7.53,2038.27974
4208,7.551,2184.69449
4209,7.577,2205.03497
4210,7.599,2241.32405
4211,7.615,2016.37861
4212,7.634,2135.89311
4213,7.652,2068.32112
4214,7.671,2167.93547
4215,7.689,2053.29956
4216,7.707,2167.40038
4217,7.729,1979.03073
4218,7.752,1988.94241
4219,7.769,2119.45416
4220,7.787,1959.77455
4221,7.806,2003.42246
4222,7.822,2054.3282
4223,7.841,2051.85904
4224,7.86,1972.515
4225,7.878,2031.1424
4226,7.9,1971.38194
4227,7.92,1945.13851
4228,7.936,2014.86163
4229,7.951,2011.31676
4230,7.971,2026.84645
4231,7.992,1997.7295
4232,8.017,2014.85882
4233,8.039,1906.21968
4234,8.059,2029.26098
4235,8.072,2114.61834
4236,8.087,2048.57751
4237,8.106,1947.62372
4238,8.129,1982.76363
4239,8.147,1952.52239
4240,8.165,1969.24846
4241,8.191,1961.57964
4242,8.209,1899.151
4243,8.223,1941.17696
4244,8.243,2006.2171
4245,8.26,1905.69167
4246,8.278,1879.99423
4247,8.294,2084.85628
4248,8.313,1899.02183
4249,8.332,2005.20806
4250,8.364,1889.37929
4251,8.384,1929.68755
4252,8.404,1787.7498
4253,8.421,1901.29814
4254,8.433,1970.05207
4255,8.453,2030.16162
4256,8.473,2049.89249
4257,8.486,2030.29922
4258,8.503,1832.36313
4259,8.53,1788.01362
4260,8.553,1984.93911
4261,8.568,1862.56198
4262,8.59,1859.8749
4263,8.61,1880.44351
4264,8.622,1795.92033
4265,8.642,1842.33402
4266,8.666,1827.0374
4267,8.683,1999.85101
4268,8.695,1930.87607
4269,8.716,1802.64425
4270,8.737,1768.13874
4271,8.751,1847.87386
4272,8.772,1808.89768
4273,8.798,1913.96087
4274,8.814,1837.14047
4275,8.836,1774.24906
4276,8.855,1896.02955
4277,8.869,1972.9349
4278,8.893,1750.64621
4279,8.915,1812.82262
4280,8.935,1839.88681
4281,8.956,1815.73696
4282,8.972,1815.27808
4283,8.987,1829.6043
4284,9.01,1708.74391
4285,9.032,1714.01343
4286,9.046,1813.94944
4287,9.061,1834.42029
4288,9.078,1793.50972
4289,9.103,1703.62715
4290,9.127,1825.53507
4291,9.142,1756.79408
4292,9.163,1811.53304
4293,9.188,1808.61074
4294,9.204,1757.55002
4295,9.22,1602.2277
4296,9.239,1710.38146
4297,9.26,1758.75918
4298,9.278,1641.85207
4299,9.293,1775.63112
4300,9.311,1746.19394
4301,9.329,1675.02648
4302,9.358,1710.59466
4303,9.384,1765.12677
4304,9.401,1726.75686
4305,9.409,1715.75741
4306,9.425,1527.337
4307,9.448,1665.02562
4308,9.467,1667.48053
4309,9.487,1565.85702
4310,9.508,1584.69484
4311,9.524,1727.49999
4312,9.55,1686.54033
4313,9.565,1811.07529
4314,9.58,1703.07332
4315,9.598,1550.2347
4316,9.622,1775.77335
4317,9.637,1622.90694
4318,9.658,1680.73909
4319,9.678,1687.04745
4320,9.698,1615.73524
4321,9.715,1553.03628
4322,9.734,1610.67665
4323,9.751,1623.01976
4324,9.781,1636.87181
4325,9.801,1738.75497
4326,9.814,1599.97171
4327,9.825,1671.07938
4328,9.845,1599.13334
4329,9.869,1615.37937
4330,9.89,1549.49301
4331,9.911,1598.16113
4332,9.931,1674.12504
4333,9.949,1589.54362
4334,9.961,1564.68761
4335,9.981,1548.81633
4336,10.0,1708.43969
4337,10.02,1606.85424
4338,10.04,1562.13053
4339,10.06,1634.40623
4340,10.08,1682.7415
4341,10.1,1693.59736
4342,10.12,1677.83639
4343,10.14,1735.23636
4344,10.15,1615.56087
4345,10.17,1592.01125
4346,10.19,1579.40321
4347,10.21,1666.71889
4348,10.23,1688.75754
4349,10.25,1655.09596
4350,10.27,1502.99854
4351,10.28,1599.73153
4352,10.3,1622.66086
4353,10.32,1533.23868
4354,10.34,1561.31372
4355,10.36,1706.96497
4356,10.39,1704.70805
4357,10.42,1643.60119
4358,10.43,1649.99521
4359,10.44,1588.4946
4360,10.46,1665.32243
4361,10.48,1595.79282
4362,10.5,1606.30262
4363,10.52,1591.05512
4364,10.53,1496.3354
4365,10.55,1581.72242
4366,10.56,1559.53462
4367,10.6,1593.6042
4368,10.61,1531.01576
4369,10.62,1599.73808
4370,10.65,1462.27211
4371,10.67,1732.57256
4372,10.69,1572.43573
4373,10.71,1611.77323
4374,10.73,1586.46157
4375,10.75,1587.22783
4376,10.77,1460.58688
4377,10.78,1551.69685
4378,10.79,1569.92236
4379,10.81,1658.53141
4380,10.83,1586.85037
4381,10.85,1695.94752
4382,10.88,1561.39344
4383,10.9,1516.71047
4384,10.92,1559.21877
4385,10.94,1495.69689
4386,10.95,1618.77888
4387,10.97,1514.9899
4388,10.99,1502.46767
4389,11.02,1474.37802
4390,11.03,1554.63947
4391,11.05,1485.95212
4392,11.06,1512.1515
4393,11.07,1398.47576
4394,11.07,1362.61377
4395,11.07,1404.16139
4396,11.07,1527.91784
4397,11.07,1410.90464
4398,11.07,1467.92924
4399,11.07,1439.28025
4400,11.07,1278.48731
4401,11.06,1547.12306
4402,11.06,1473.2488
4403,11.06,1427.14667
4404,11.07,1581.50894
4405,11.07,1469.47133
4406,11.07,1509.99576
4407,11.07,1482.98685
4408,11.07,1518.1134
4409,11.06,1494.82212
4410,11.06,1560.006
4411,11.06,1458.30803
4412,11.06,1577.6667
4413,11.06,1563.17925
4414,11.06,1467.89202
4415,11.06,1421.89189
4416,11.06,1463.15335
4417,11.06,1335.78782
